https://github.com/AsyncHttpClient/async-http-client;AsyncHttpClient/async-http-client;builds.yml,maven.yml;4223
https://github.com/joelittlejohn/jsonschema2pojo;joelittlejohn/jsonschema2pojo;android-ci.yml,ci.yml;1335
https://github.com/gunnarmorling/1brc;gunnarmorling/1brc;maven.yml;661
https://github.com/apache/incubator-kie-drools;apache/incubator-kie-drools;pr-drools-docs.yml;17245
https://github.com/changmingxie/tcc-transaction;changmingxie/tcc-transaction;release.yml;403
https://github.com/jetlinks/jetlinks-community;jetlinks/jetlinks-community;pull_request.yml;1269
https://github.com/Nepxion/Discovery;Nepxion/Discovery;maven.yml;4592
https://github.com/apache/camel;apache/camel;alternative-os-build-main.yml;72632
https://github.com/javaparser/javaparser;javaparser/javaparser;formatting_check.yml,maven_tests.yml;9496
https://github.com/socketio/socket.io-client-java;socketio/socket.io-client-java;ci.yml;334
https://github.com/JanusGraph/janusgraph;JanusGraph/janusgraph;ci-backend-scylla-dummy.yml,ci-release.yml;7320
https://github.com/graphhopper/graphhopper;graphhopper/graphhopper;build.yml;6650
https://github.com/citerus/dddsample-core;citerus/dddsample-core;pipeline.yml;746
https://github.com/spring-cloud/spring-cloud-netflix;spring-cloud/spring-cloud-netflix;maven.yml;3254
https://github.com/apache/nifi;apache/nifi;docker-tests.yml,integration-tests.yml,system-tests.yml;10195
https://github.com/strimzi/strimzi-kafka-operator;strimzi/strimzi-kafka-operator;codeql-analysis.yml;6337
https://github.com/killbill/killbill;killbill/killbill;ci.yml;10100
https://github.com/stleary/JSON-java;stleary/JSON-java;codeql-analysis.yml,pipeline.yml;1280
https://github.com/spring-cloud/spring-cloud-gateway;spring-cloud/spring-cloud-gateway;maven.yml;2771
https://github.com/killme2008/aviatorscript;killme2008/aviatorscript;maven.yml;850
https://github.com/apache/maven;apache/maven;maven_build_itself.yml;12367
https://github.com/jacoco/jacoco;jacoco/jacoco;ci.yml;1947
https://github.com/jitsi/jitsi;jitsi/jitsi;java.yml;13240
https://github.com/mybatis/spring-boot-starter;mybatis/spring-boot-starter;ci.yaml,support.yaml;1558
https://github.com/dromara/hmily;dromara/hmily;main.yml;539
https://github.com/jboss-javassist/javassist;jboss-javassist/javassist;maven.yml;1036
https://github.com/crate/crate;crate/crate;main.yml;15860
https://github.com/DTStack/chunjun;DTStack/chunjun;build.yml;5279
https://github.com/apache/incubator-streampark;apache/incubator-streampark;backend.yml,codeql-analysis.yml,unit-test.yml;1945
https://github.com/knowm/XChange;knowm/XChange;maven_on_pull_request.yml;13212
https://github.com/jetty/jetty.project;jetty/jetty.project;codeql-analysis.yml;30052
https://github.com/sofastack/sofa-rpc;sofastack/sofa-rpc;maven.yml;577
https://github.com/awaitility/awaitility;awaitility/awaitility;ci.yml;775
https://github.com/dromara/dynamic-tp;dromara/dynamic-tp;maven-build.yml;1310
https://github.com/Atmosphere/atmosphere;Atmosphere/atmosphere;maven.yml;6096
https://github.com/lukas-krecan/ShedLock;lukas-krecan/ShedLock;build.yml;3922
https://github.com/sofastack/sofa-jraft;sofastack/sofa-jraft;build.yml;379
https://github.com/kubernetes-client/java;kubernetes-client/java;codeql-analysis.yml;3939
https://github.com/vert-x3/vertx-examples;vert-x3/vertx-examples;ci.yml;1436
https://github.com/LibrePDF/OpenPDF;LibrePDF/OpenPDF;maven.yml;1595
https://github.com/jtablesaw/tablesaw;jtablesaw/tablesaw;ci.yml;2518
https://github.com/spring-io/initializr;spring-io/initializr;build-pull-request.yml;2376
https://github.com/immutables/immutables;immutables/immutables;ci.yml;2641
https://github.com/fabric8io/kubernetes-client;fabric8io/kubernetes-client;build.yml,javadocs.yml,style-checks.yml,windows-build.yml;6569
https://github.com/torakiki/pdfsam;torakiki/pdfsam;build.yml;1595
https://github.com/aragozin/jvm-tools;aragozin/jvm-tools;maven.yml;443
https://github.com/apache/linkis;apache/linkis;check-code-format.yml,check-license.yml,integration-test.yml;4201
https://github.com/camunda/camunda;camunda/camunda;operate-check-project-versions.yml,operate-test-backup-restore.yml,operate-test-importer.yml,operate-test-migrate-elasticsearch-data.yml,sbom.yaml;58249
https://github.com/Tencent/spring-cloud-tencent;Tencent/spring-cloud-tencent;junit_test.yml,junit_test17.yml;523
https://github.com/bastillion-io/Bastillion;bastillion-io/Bastillion;github-build.yml;774
